LIMIT_BAL,Sex,Education,AGE,difference,default,,,
2.00E+05,1,2,54,416300,1,,,
80000,1,3,52,347223,1,,,
180000,1,3,36,757270,1,,,
320000,0,3,41,0,1,,,
2.00E+05,1,2,31,453402,1,,,
50000,0,4,32,158228,1,,,
80000,1,2,44,382445,1,,,
50000,1,2,29,259432,1,,,
30000,1,3,30,97411,1,,,
110000,1,4,37,525493,1,,,
220000,0,4,34,628956,1,,,
80000,1,4,24,35528,1,,,
60000,0,2,38,121401,1,,,
50000,0,3,30,17724,1,,,
170000,1,2,37,141058,1,,,
80000,0,4,29,5562,1,,,
180000,1,4,33,0,1,,,
30000,1,3,22,0,1,,,
50000,1,2,46,234270,1,,,
70000,1,2,48,316816,1,,,
20000,1,3,42,84292,1,,,
270000,1,4,32,66053,1,,,
210000,0,4,35,-90,1,,,
70000,1,2,29,95946,1,,,
20000,1,3,42,87781,1,,,
140000,1,3,58,355085,1,,,
30000,0,3,24,144288,1,,,
470000,0,2,37,2053852,1,,,
40000,1,4,26,134612,1,,,
2.00E+05,0,3,29,562265,1,,,
220000,1,4,32,934,1,,,
10000,0,3,29,38666,1,,,
70000,1,3,33,79741,1,,,
70000,0,2,44,5101,1,,,
1.00E+05,1,4,32,4583,1,,,
30000,0,2,28,108332,1,,,
90000,1,3,35,129108,1,,,
130000,1,3,26,627318,1,,,
350000,1,4,52,12000,1,,,
2.00E+05,1,3,35,7236,1,,,
2.00E+05,1,4,32,968856,1,,,
50000,0,4,41,187313,1,,,
50000,0,2,25,173246,1,,,
30000,1,2,53,163670,1,,,
180000,1,4,37,0,1,,,
250000,1,3,31,3244,1,,,
20000,0,3,25,62635,1,,,
60000,0,3,42,195450,1,,,
30000,1,2,23,83801,1,,,
120000,1,4,35,0,1,,,
50000,0,4,29,229937,1,,,
70000,1,3,23,269265,1,,,
30000,0,4,24,134589,1,,,
380000,1,3,50,1403285,1,,,
30000,1,3,26,125207,1,,,
130000,1,2,39,735,1,,,
110000,1,3,29,366259,1,,,
140000,1,4,40,170731,1,,,
170000,1,4,27,810216,1,,,
240000,0,3,54,839659,1,,,
50000,0,3,25,252018,1,,,
2.00E+05,1,2,55,791151,1,,,
4.00E+05,0,3,34,270922,1,,,
20000,0,2,34,71816,1,,,
180000,1,3,30,19662,1,,,
2.00E+05,0,2,26,89550,1,,,
4.00E+05,1,4,51,-9,1,,,
60000,1,3,33,235734,1,,,
180000,1,3,29,341010,1,,,
150000,1,3,28,699058,1,,,
160000,1,4,35,0,1,,,
50000,0,3,37,342406,1,,,
360000,1,4,27,6065,1,,,
90000,1,3,36,0,1,,,
4.00E+05,0,4,38,140809,1,,,
50000,0,3,33,75819,1,,,
50000,1,2,44,-149,1,,,
2.00E+05,1,3,36,383721,1,,,
10000,0,3,38,5250,1,,,
1.00E+05,1,4,32,0,1,,,
250000,1,4,41,15061,1,,,
350000,0,4,35,22068,1,,,
1.00E+05,0,2,33,93864,1,,,
20000,0,4,42,5250,1,,,
80000,1,3,28,130,1,,,
30000,1,2,35,139800,1,,,
90000,1,4,31,125388,1,,,
230000,0,3,33,741191,1,,,
190000,1,4,28,794650,1,,,
50000,0,2,24,119769,1,,,
80000,0,3,31,263688,1,,,
80000,1,3,23,48662,1,,,
20000,0,3,29,66286,1,,,
80000,0,3,43,357002,1,,,
30000,1,3,25,48637,1,,,
190000,1,4,39,725568,1,,,
1.00E+05,0,4,60,20280,1,,,
2.00E+05,1,4,39,0,1,,,
150000,1,4,34,0,1,,,
30000,1,2,46,104763,1,,,
160000,0,4,47,296803,1,,,
2.00E+05,0,3,33,490898,1,,,
80000,0,4,36,19364,1,,,
150000,1,4,25,-1,1,,,
140000,1,4,56,2950,1,,,
80000,0,4,34,310053,1,,,
20000,0,3,50,57349,1,,,
260000,1,3,53,650535,1,,,
90000,0,2,44,0,1,,,
30000,1,3,34,87070,1,,,
210000,0,3,37,2302,1,,,
20000,1,3,28,21333,1,,,
20000,1,4,22,53401,1,,,
20000,0,2,37,38650,1,,,
340000,1,2,44,715082,1,,,
140000,0,4,34,628816,1,,,
140000,1,4,43,677370,1,,,
3.00E+05,1,4,35,0,1,,,
90000,1,3,27,0,1,,,
40000,0,4,47,57772,1,,,
130000,1,3,27,254616,1,,,
110000,0,4,56,233720,1,,,
120000,1,3,25,-26106,1,,,
290000,0,3,34,12740,1,,,
350000,1,4,32,1339383,1,,,
150000,0,4,55,454,1,,,
150000,0,3,35,709716,1,,,
30000,1,2,30,110799,1,,,
180000,1,3,32,504479,1,,,
110000,1,4,41,750,1,,,
90000,0,3,37,191965,1,,,
50000,0,2,46,102077,1,,,
240000,1,3,56,0,1,,,
30000,1,2,48,83160,1,,,
180000,0,2,31,169810,1,,,
110000,0,3,37,535841,1,,,
110000,1,3,33,442445,1,,,
210000,1,4,43,572656,1,,,
20000,1,4,24,33533,1,,,
30000,1,3,42,836,1,,,
280000,0,4,35,637762,1,,,
2.00E+05,0,3,29,868736,1,,,
20000,1,2,56,66254,1,,,
60000,1,3,37,283604,1,,,
80000,0,2,28,239075,1,,,
20000,0,4,25,85544,1,,,
20000,1,3,26,83020,1,,,
240000,1,1,36,1042,1,,,
90000,1,3,26,332274,1,,,
50000,1,3,34,45917,1,,,
5.00E+05,0,4,39,377303,1,,,
50000,1,4,27,166959,1,,,
180000,1,4,47,-24,1,,,
1.00E+05,1,3,27,479635,1,,,
20000,1,3,23,93656,1,,,
110000,1,4,25,7627,1,,,
210000,0,3,54,-773,1,,,
160000,0,3,31,115285,1,,,
90000,1,4,31,333309,1,,,
240000,1,4,27,22000,1,,,
50000,1,3,37,131809,1,,,
140000,0,3,25,102978,1,,,
380000,0,4,46,0,1,,,
230000,0,2,29,1139899,1,,,
60000,1,2,39,128806,1,,,
210000,1,2,33,166874,1,,,
1.00E+05,1,3,25,384099,1,,,
160000,0,4,51,618523,1,,,
2.00E+05,0,2,40,478494,1,,,
240000,0,4,38,0,1,,,
80000,1,3,41,319515,1,,,
30000,1,2,61,95312,1,,,
80000,0,2,45,52278,1,,,
50000,1,4,23,86563,1,,,
290000,0,3,38,919724,1,,,
240000,1,4,54,325128,1,,,
30000,1,3,24,113755,1,,,
1.00E+05,1,3,42,0,1,,,
20000,1,3,26,1016,1,,,
90000,1,3,35,195471,1,,,
3.00E+05,0,4,43,0,1,,,
80000,0,3,45,188682,1,,,
50000,0,4,39,179818,1,,,
490000,0,4,43,0,1,,,
170000,1,3,34,-621,1,,,
220000,1,3,26,395424,1,,,
20000,0,2,53,11275,1,,,
80000,1,4,25,0,1,,,
30000,1,3,22,112621,1,,,
70000,1,3,28,330760,1,,,
30000,0,4,34,115678,1,,,
140000,1,3,42,0,1,,,
40000,1,3,25,117693,1,,,
170000,0,2,39,792328,1,,,
50000,1,3,37,138942,1,,,
30000,0,4,28,32471,1,,,
360000,1,3,25,1414884,1,,,
50000,1,2,32,230716,1,,,
20000,0,3,22,12000,1,,,
50000,1,3,23,1261,1,,,
60000,1,3,26,264917,1,,,
230000,1,3,28,950911,1,,,
20000,1,3,24,93990,1,,,
30000,1,3,25,89001,1,,,
230000,1,4,37,33677,1,,,
70000,1,3,27,135552,1,,,
5.00E+05,0,4,41,2258311,1,,,
1.00E+05,1,3,27,228912,1,,,
150000,1,4,29,2310,1,,,
360000,1,3,40,-4783,1,,,
50000,0,3,23,88216,1,,,
60000,1,2,44,239900,1,,,
20000,1,3,22,86384,1,,,
380000,0,4,52,2137,1,,,
90000,1,3,25,286543,1,,,
3.00E+05,0,4,39,52332,1,,,
150000,1,3,23,5652,1,,,
50000,0,3,35,110656,1,,,
1.00E+05,1,3,40,214828,1,,,
310000,0,4,43,-2664,1,,,
20000,1,2,54,43102,1,,,
30000,1,3,41,240,1,,,
50000,0,2,26,63200,1,,,
310000,0,4,33,203512,1,,,
80000,0,3,30,338974,1,,,
20000,0,3,35,61441,1,,,
2.00E+05,0,4,36,0,1,,,
60000,1,3,60,325446,1,,,
20000,1,2,52,43020,1,,,
10000,0,3,38,14942,1,,,
150000,0,4,31,353322,1,,,
210000,0,4,30,484107,1,,,
20000,0,4,30,81218,1,,,
1.00E+05,1,3,38,250599,1,,,
70000,0,4,30,317131,1,,,
20000,0,3,50,37181,1,,,
30000,1,2,52,-2280,1,,,
2.00E+05,1,4,33,0,1,,,
70000,1,2,40,68026,1,,,
80000,0,3,46,15387,1,,,
30000,0,4,33,127415,1,,,
360000,1,4,34,0,1,,,
180000,0,2,39,594188,1,,,
150000,0,4,26,128676,1,,,
20000,0,3,49,80149,1,,,
180000,1,3,28,752268,1,,,
1.00E+05,0,3,50,8910,1,,,
130000,1,3,52,182102,1,,,
210000,0,4,38,287166,1,,,
150000,0,3,31,1155,1,,,
30000,0,4,26,-8000,1,,,
40000,0,4,57,380566,1,,,
2.00E+05,1,4,27,-3246,1,,,
2.00E+05,0,4,30,876271,1,,,
180000,1,3,29,520474,1,,,
50000,1,4,25,180181,1,,,
50000,1,3,39,62751,1,,,
50000,1,3,29,148763,1,,,
280000,1,3,27,1154557,1,,,
240000,0,4,35,27332,1,,,
1.00E+05,0,4,40,136204,1,,,
80000,1,2,23,125638,1,,,
120000,0,3,29,4162,1,,,
50000,1,4,46,-325,1,,,
1.00E+05,1,3,23,425496,1,,,
80000,1,3,29,261516,1,,,
260000,0,4,33,659276,1,,,
20000,0,3,34,57361,1,,,
90000,1,3,36,0,1,,,
80000,1,3,35,335429,1,,,
80000,0,4,33,271469,1,,,
450000,1,4,27,-429,1,,,
120000,1,4,34,11209,1,,,
60000,0,3,37,-3125,1,,,
30000,1,1,45,145072,1,,,
90000,0,2,28,93552,1,,,
30000,0,3,30,140202,1,,,
130000,1,4,24,1955,1,,,
30000,0,3,25,74318,1,,,
410000,1,3,27,146070,1,,,
140000,0,3,41,305747,1,,,
50000,1,3,38,37715,1,,,
120000,1,3,27,0,1,,,
4.00E+05,0,4,29,291321,1,,,
120000,0,4,28,63570,1,,,
20000,0,3,23,59062,1,,,
50000,0,3,52,31322,1,,,
50000,1,2,53,207540,1,,,
60000,0,3,25,188633,1,,,
80000,1,3,23,-376,1,,,
340000,1,3,36,381261,1,,,
80000,1,2,27,279267,1,,,
20000,0,3,39,97440,1,,,
20000,0,4,31,12000,1,,,
30000,0,2,26,89603,1,,,
20000,1,2,39,87376,1,,,
220000,0,2,52,-25180,1,,,
10000,0,2,41,40414,1,,,
1.00E+05,0,3,33,147637,1,,,
210000,1,4,43,0,1,,,
50000,0,3,52,6134,1,,,
230000,1,3,43,1080593,1,,,
210000,1,2,42,28374,1,,,
1.00E+05,1,3,36,398181,1,,,
50000,1,2,53,118183,1,,,
390000,1,4,42,405148,1,,,
260000,0,4,35,722470,1,,,
220000,0,4,48,587354,1,,,
80000,0,3,33,129656,1,,,
1.00E+05,0,3,46,479734,1,,,
30000,1,3,22,58106,1,,,
50000,0,3,32,74802,1,,,
30000,0,4,33,108930,1,,,
110000,1,3,42,34455,1,,,
230000,0,4,29,194373,1,,,
2.00E+05,0,3,41,336504,1,,,
250000,1,4,39,61589,1,,,
20000,1,4,22,73297,1,,,
230000,1,4,49,0,1,,,
30000,1,4,24,736,1,,,
20000,0,4,32,85456,1,,,
310000,1,4,39,1414,1,,,
140000,1,4,30,0,1,,,
50000,0,3,25,780,1,,,
110000,1,4,25,7669,1,,,
1.00E+05,1,3,35,240549,1,,,
30000,1,3,51,89506,1,,,
360000,1,4,30,14646,1,,,
290000,1,3,39,1363214,1,,,
30000,1,3,24,1500,1,,,
1.00E+05,0,4,60,25000,1,,,
30000,1,3,42,133931,1,,,
230000,1,3,31,56360,1,,,
90000,1,3,44,827,1,,,
70000,1,2,36,150484,1,,,
20000,0,2,26,63490,1,,,
160000,0,3,66,345402,1,,,
210000,1,3,49,0,1,,,
20000,1,3,23,66831,1,,,
30000,1,3,50,136218,1,,,
20000,1,3,45,125187,1,,,
70000,0,3,26,227402,1,,,
80000,1,2,50,350742,1,,,
50000,1,3,43,164958,1,,,
160000,0,2,42,-872,1,,,
150000,1,4,37,-12318,1,,,
360000,0,4,33,0,1,,,
80000,1,2,43,353439,1,,,
130000,1,3,25,245603,1,,,
1.00E+05,0,4,37,0,1,,,
140000,0,4,45,209151,1,,,
1.00E+05,0,3,26,449679,1,,,
20000,1,3,22,84665,1,,,
20000,0,2,52,90295,1,,,
5.00E+05,1,4,36,0,1,,,
20000,0,2,23,75127,1,,,
150000,0,3,38,476,1,,,
30000,1,4,28,122236,1,,,
220000,0,4,43,0,1,,,
30000,0,3,39,124436,1,,,
470000,1,4,47,2141200,1,,,
50000,1,2,37,19615,1,,,
60000,0,3,30,227757,1,,,
80000,1,3,37,2410,1,,,
20000,1,4,24,85170,1,,,
110000,1,3,29,419277,1,,,
20000,0,3,22,75969,1,,,
360000,0,4,57,-92,1,,,
20000,0,3,25,95251,1,,,
120000,0,4,34,610,1,,,
10000,0,3,23,43969,1,,,
170000,0,2,26,288485,1,,,
120000,0,4,41,113781,1,,,
350000,0,4,31,98781,1,,,
270000,1,4,35,656549,1,,,
2.00E+05,1,3,48,1472,1,,,
20000,0,3,31,97569,1,,,
120000,1,3,34,0,1,,,
20000,1,2,52,66529,1,,,
2.00E+05,0,4,29,585420,1,,,
130000,1,3,25,-2583,1,,,
40000,0,3,27,197743,1,,,
260000,1,4,28,825,1,,,
20000,0,4,23,23025,1,,,
180000,0,4,28,611662,1,,,
180000,0,4,37,2201,1,,,
50000,0,3,29,129383,1,,,
50000,1,2,56,0,1,,,
170000,1,4,39,618644,1,,,
50000,1,3,24,193328,1,,,
440000,1,3,47,-112,1,,,
140000,1,3,50,496466,1,,,
30000,0,3,35,41466,1,,,
20000,0,2,40,0,1,,,
460000,0,4,37,40014,1,,,
130000,1,3,45,613518,1,,,
3.00E+05,1,4,52,0,1,,,
90000,1,4,28,423889,1,,,
120000,1,4,32,0,1,,,
50000,1,4,22,182183,1,,,
80000,1,3,29,60400,1,,,
210000,0,3,27,1423,1,,,
140000,1,4,48,0,1,,,
120000,1,3,33,1968,1,,,
230000,0,3,51,475396,1,,,
2.00E+05,1,3,35,454070,1,,,
240000,1,4,46,1681,1,,,
30000,1,3,24,133351,1,,,
30000,1,4,36,45324,1,,,
330000,1,4,31,500954,1,,,
150000,1,3,32,0,1,,,
60000,1,4,31,175891,1,,,
30000,1,3,25,80411,1,,,
220000,1,4,41,1145818,1,,,
360000,0,2,30,0,1,,,
80000,1,2,32,3735,1,,,
30000,1,2,21,143307,1,,,
30000,1,3,23,62555,1,,,
1.00E+05,1,3,24,317813,1,,,
150000,1,2,38,16025,1,,,
70000,0,3,31,167531,1,,,
4.00E+05,1,3,35,4269,1,,,
30000,1,2,37,95142,1,,,
30000,0,3,25,120236,1,,,
180000,1,4,29,62462,1,,,
80000,0,3,29,59336,1,,,
50000,1,4,24,191405,1,,,
20000,1,3,43,86175,1,,,
50000,1,3,30,175118,1,,,
30000,0,2,59,66666,1,,,
80000,1,3,25,149049,1,,,
210000,1,2,36,0,1,,,
360000,0,3,46,0,1,,,
120000,0,3,41,127394,1,,,
210000,1,3,56,-8225,1,,,
90000,0,2,27,378557,1,,,
120000,1,3,24,4551,1,,,
210000,1,4,51,11391,1,,,
2.00E+05,1,4,27,3012,1,,,
110000,1,2,29,368335,1,,,
120000,0,2,28,1933,1,,,
130000,1,4,33,29604,1,,,
110000,1,3,36,52470,1,,,
150000,0,4,32,631565,1,,,
230000,1,4,32,0,1,,,
20000,0,3,38,52696,1,,,
90000,1,3,34,7703,1,,,
150000,0,3,34,638570,1,,,
190000,0,4,32,16539,1,,,
220000,1,3,44,832965,1,,,
60000,0,2,31,168706,1,,,
310000,1,4,35,92210,1,,,
150000,0,3,34,266889,1,,,
80000,1,2,24,0,1,,,
30000,0,3,27,126787,1,,,
270000,0,3,49,706880,1,,,
1.00E+05,1,2,60,4554,1,,,
3.00E+05,0,4,40,0,1,,,
170000,0,3,32,-1000,1,,,
10000,1,2,53,34570,1,,,
360000,0,4,38,0,1,,,
2.00E+05,1,3,36,745644,1,,,
90000,1,3,48,274431,1,,,
170000,1,4,30,0,1,,,
70000,1,2,49,104858,1,,,
320000,1,3,50,1245606,1,,,
30000,1,3,42,44389,1,,,
80000,1,3,37,155358,1,,,
120000,0,4,34,-1715,1,,,
50000,1,3,39,265300,1,,,
20000,0,3,42,88160,1,,,
2.00E+05,1,3,27,9000,1,,,
80000,1,3,34,315512,1,,,
20000,1,3,52,50055,1,,,
440000,1,3,28,904946,1,,,
70000,1,2,48,52213,1,,,
120000,1,4,27,4488,1,,,
20000,0,3,23,20607,1,,,
1.00E+05,1,4,46,219792,1,,,
2.00E+05,1,3,34,909061,1,,,
80000,0,4,37,246537,1,,,
2.00E+05,0,3,39,2316,1,,,
380000,0,4,35,-7,1,,,
260000,0,3,32,-27,1,,,
350000,1,2,49,3410,1,,,
60000,0,3,37,146196,1,,,
30000,1,4,23,131184,1,,,
150000,1,4,35,249085,1,,,
90000,0,3,29,161493,1,,,
2.00E+05,0,4,37,123,1,,,
130000,1,4,37,216753,1,,,
2.00E+05,0,4,50,873592,1,,,
270000,0,4,33,585741,1,,,
190000,1,3,34,451637,1,,,
30000,0,3,25,105607,1,,,
30000,1,3,39,101940,1,,,
50000,1,3,23,116172,1,,,
180000,1,3,51,75108,1,,,
110000,1,4,35,1329,1,,,
130000,1,3,25,241250,1,,,
150000,1,3,37,774,1,,,
50000,0,4,25,103607,1,,,
80000,1,4,29,131074,1,,,
70000,1,2,32,41506,1,,,
280000,1,1,50,1359,1,,,
50000,1,3,31,104678,1,,,
110000,0,4,32,526746,1,,,
30000,1,3,25,50861,1,,,
50000,0,3,32,98530,1,,,
220000,0,3,40,875539,1,,,
220000,0,4,33,0,1,,,
1.00E+05,1,4,49,472642,1,,,
80000,1,4,27,42435,1,,,
1.00E+05,1,2,50,196757,1,,,
150000,0,4,38,685760,1,,,
180000,1,4,34,452132,1,,,
240000,0,2,42,1116778,1,,,
30000,1,2,44,100648,1,,,
70000,1,3,26,222619,1,,,
30000,1,2,31,144904,1,,,
140000,0,3,48,594462,1,,,
20000,0,2,57,67554,1,,,
1.00E+05,0,4,32,821,1,,,
1.00E+05,1,4,28,53599,1,,,
20000,0,3,26,131327,1,,,
50000,1,3,36,243199,1,,,
50000,1,3,43,222353,1,,,
30000,1,3,34,116352,1,,,
230000,1,4,26,1566,1,,,
50000,0,3,52,259758,1,,,
2.00E+05,1,3,27,736888,1,,,
50000,1,3,43,196587,1,,,
180000,1,4,28,20736,1,,,
3.00E+05,1,3,28,1206826,1,,,
120000,1,3,35,59587,1,,,
80000,0,4,32,199651,1,,,
360000,1,4,54,2580,1,,,
160000,1,4,48,0,1,,,
240000,1,3,30,6839,1,,,
60000,0,4,31,231806,1,,,
10000,0,2,51,1730,1,,,
80000,0,3,29,58189,1,,,
30000,1,2,59,142041,1,,,
220000,0,4,35,0,1,,,
90000,1,3,24,335110,1,,,
90000,1,2,49,140944,1,,,
50000,0,3,26,78222,1,,,
160000,0,3,28,-2149,1,,,
10000,0,3,23,12000,1,,,
30000,0,3,36,132361,1,,,
120000,0,3,25,465019,1,,,
70000,1,3,34,127994,1,,,
210000,1,4,36,0,1,,,
2.00E+05,0,3,35,0,1,,,
130000,0,1,46,202138,1,,,
1.00E+05,1,2,43,255089,1,,,
210000,1,3,30,403612,1,,,
50000,1,2,52,33005,1,,,
360000,1,4,32,0,1,,,
80000,1,3,34,232623,1,,,
1.00E+05,1,2,40,75629,1,,,
260000,1,4,58,0,1,,,
360000,0,4,54,326,1,,,
150000,1,3,34,112434,1,,,
50000,1,4,24,73681,1,,,
210000,1,3,40,222557,1,,,
20000,1,3,44,79299,1,,,
80000,0,4,34,316179,1,,,
50000,0,3,36,12000,1,,,
230000,0,3,35,0,1,,,
3.00E+05,1,3,30,-341,1,,,
60000,0,4,28,11874,1,,,
1.00E+05,1,3,33,118614,1,,,
30000,1,3,22,128522,1,,,
10000,1,3,41,12000,1,,,
160000,1,3,25,3000,1,,,
60000,1,3,48,297335,1,,,
130000,0,3,31,1350,1,,,
180000,0,4,32,957749,1,,,
1.00E+05,0,2,67,101453,1,,,
110000,0,2,52,275751,1,,,
10000,0,3,32,38582,1,,,
180000,1,4,27,0,1,,,
30000,1,2,31,1706,1,,,
30000,0,3,38,0,1,,,
10000,0,3,35,37113,1,,,
110000,1,3,54,166,1,,,
60000,1,4,36,33180,1,,,
120000,1,2,50,460552,1,,,
140000,0,3,39,673365,1,,,
150000,0,3,51,98926,1,,,
210000,0,4,40,86521,1,,,
410000,1,4,38,793536,1,,,
4.00E+05,1,3,35,783612,1,,,
180000,1,3,36,37911,1,,,
90000,1,3,33,301512,1,,,
80000,1,2,55,239709,1,,,
580000,1,3,34,2182263,1,,,
50000,1,2,31,0,1,,,
30000,1,3,22,126840,1,,,
50000,0,3,47,-3900,1,,,
110000,0,4,55,469183,1,,,
290000,0,4,32,227609,1,,,
20000,1,4,37,8122,1,,,
5.00E+05,0,4,37,2082854,1,,,
2.00E+05,1,4,35,418,1,,,
140000,1,4,40,0,1,,,
230000,1,4,30,1078827,1,,,
5.00E+05,0,4,40,1334548,1,,,
80000,1,3,32,347656,1,,,
2.00E+05,0,2,47,480197,1,,,
30000,0,2,48,111713,1,,,
130000,1,3,27,258913,1,,,
130000,1,4,32,569224,1,,,
150000,0,4,41,602629,1,,,
180000,0,4,30,-10000,1,,,
70000,1,3,30,41699,1,,,
30000,1,2,21,136070,1,,,
30000,1,3,29,87625,1,,,
120000,1,3,26,266341,1,,,
110000,1,1,32,412311,1,,,
1.00E+05,0,3,33,76391,1,,,
80000,0,3,43,53111,1,,,
280000,0,4,44,-7527,1,,,
20000,1,3,40,93495,1,,,
80000,0,4,25,825,1,,,
20000,1,3,46,97503,1,,,
30000,1,4,30,123397,1,,,
230000,0,3,32,1126913,1,,,
20000,0,2,52,90847,1,,,
90000,1,4,29,44445,1,,,
1.00E+05,0,3,53,226589,1,,,
150000,1,4,31,0,1,,,
2.00E+05,1,3,34,0,1,,,
280000,0,3,40,861213,1,,,
5.00E+05,0,3,38,431770,1,,,
20000,1,2,41,45198,1,,,
150000,1,4,35,79017,1,,,
20000,1,3,26,85638,1,,,
1.00E+05,1,2,28,150658,1,,,
130000,0,3,57,13670,1,,,
30000,1,4,25,95938,1,,,
170000,1,3,45,647578,1,,,
150000,0,4,41,586484,1,,,
150000,1,3,33,30685,1,,,
20000,1,4,41,11614,1,,,
170000,1,3,28,22620,1,,,
240000,1,2,40,-110,1,,,
90000,1,4,26,78250,1,,,
40000,1,3,25,176832,1,,,
90000,1,3,33,409387,1,,,
290000,1,4,32,3786,1,,,
360000,1,3,36,174653,1,,,
60000,1,3,36,13557,1,,,
1.00E+05,1,4,27,369555,1,,,
120000,1,3,30,3431,1,,,
80000,1,2,55,258485,1,,,
60000,0,3,25,230047,1,,,
5.00E+05,1,4,30,1076,1,,,
290000,1,3,60,0,1,,,
10000,0,3,24,36266,1,,,
80000,1,3,29,267751,1,,,
80000,0,4,35,493,1,,,
90000,0,4,32,2873,1,,,
70000,0,3,36,75855,1,,,
50000,0,3,49,162217,1,,,
80000,1,3,31,276954,1,,,
360000,1,2,36,146900,1,,,
360000,1,2,70,634,1,,,
220000,1,4,36,767770,1,,,
50000,0,4,40,0,1,,,
210000,1,4,31,0,1,,,
30000,1,3,37,71387,1,,,
50000,1,3,37,114327,1,,,
2.00E+05,1,3,31,680078,1,,,
1.00E+05,1,3,38,429238,1,,,
120000,1,3,38,322937,1,,,
10000,1,3,27,35698,1,,,
140000,1,4,28,0,1,,,
360000,1,4,29,540,1,,,
70000,0,3,26,39417,1,,,
170000,1,4,30,143127,1,,,
30000,1,4,48,137082,1,,,
30000,0,2,28,117624,1,,,
30000,0,3,28,160148,1,,,
1.00E+05,1,3,44,511757,1,,,
1.00E+05,0,3,26,806,1,,,
150000,1,1,26,0,1,,,
50000,0,3,27,26630,1,,,
60000,1,3,36,832,1,,,
40000,1,3,33,123260,1,,,
50000,1,3,26,182936,1,,,
30000,1,2,35,136706,1,,,
90000,1,2,48,288,1,,,
70000,0,4,29,10340,1,,,
140000,1,4,25,96201,1,,,
30000,1,4,27,102500,1,,,
120000,1,2,55,20930,1,,,
170000,0,3,42,0,1,,,
190000,1,3,37,561287,1,,,
50000,0,3,54,182863,1,,,
70000,1,2,31,63398,1,,,
50000,0,3,34,259209,1,,,
1.00E+05,0,4,40,395888,1,,,
230000,0,2,30,0,1,,,
240000,0,3,37,227440,1,,,
20000,1,2,51,-2540,1,,,
30000,1,3,24,131804,1,,,
110000,1,3,35,394389,1,,,
20000,0,3,36,66921,1,,,
180000,0,3,39,868876,1,,,
10000,1,3,27,38801,1,,,
240000,1,4,27,74534,1,,,
240000,1,3,28,972037,1,,,
170000,0,2,31,790655,1,,,
150000,1,3,30,696,1,,,
350000,0,4,42,0,1,,,
70000,1,4,29,215822,1,,,
160000,0,4,31,283323,1,,,
180000,1,3,30,475705,1,,,
240000,1,3,49,2067,1,,,
30000,0,3,43,9272,1,,,
30000,1,2,45,55284,1,,,
510000,1,2,61,875708,1,,,
250000,1,2,53,-13,1,,,
250000,1,4,33,1027684,1,,,
360000,0,3,42,0,1,,,
140000,0,3,30,0,1,,,
10000,0,2,51,26730,1,,,
50000,1,2,40,110747,1,,,
50000,0,3,31,143919,1,,,
250000,1,4,28,101190,1,,,
20000,1,3,24,23067,1,,,
40000,1,2,49,0,1,,,
240000,0,4,35,0,1,,,
70000,1,2,59,342000,1,,,
2.00E+05,0,4,42,0,1,,,
50000,0,3,38,258869,1,,,
50000,1,4,28,15694,1,,,
140000,1,2,38,606376,1,,,
20000,0,3,36,112020,1,,,
20000,0,3,46,41407,1,,,
220000,1,2,37,200,1,,,
2.00E+05,1,2,63,948,1,,,
80000,1,3,32,355705,1,,,
150000,1,4,36,740779,1,,,
40000,1,2,39,115772,1,,,
80000,0,4,41,0,1,,,
1.00E+05,1,3,34,246,1,,,
130000,0,3,44,97500,1,,,
120000,1,3,23,206191,1,,,
1.00E+05,1,4,30,160111,1,,,
30000,1,3,22,50505,1,,,
80000,1,4,23,324885,1,,,
130000,1,2,34,624944,1,,,
20000,1,2,50,87100,1,,,
180000,1,4,32,66157,1,,,
1.00E+05,1,3,35,0,1,,,
210000,1,2,37,14476,1,,,
1.00E+05,1,3,58,413413,1,,,
80000,0,4,24,4218,1,,,
50000,1,2,35,247381,1,,,
20000,0,3,47,63872,1,,,
50000,0,4,25,231306,1,,,
20000,0,3,41,17771,1,,,
380000,0,4,42,10021,1,,,
60000,0,3,24,158173,1,,,
80000,1,2,51,257120,1,,,
70000,1,2,27,304467,1,,,
160000,1,2,41,231382,1,,,
50000,0,4,33,114868,1,,,
20000,0,2,23,84692,1,,,
60000,1,3,24,16064,1,,,
90000,1,2,54,425145,1,,,
20000,0,3,47,8130,1,,,
80000,1,2,57,45726,1,,,
90000,1,3,31,426847,1,,,
250000,0,4,51,12435,1,,,
70000,0,3,35,209794,1,,,
2.00E+05,1,4,37,0,1,,,
40000,1,4,29,146111,1,,,
5.00E+05,0,4,47,26502,1,,,
20000,0,3,35,83087,1,,,
2.00E+05,0,4,49,0,1,,,
1.00E+05,1,4,44,362194,1,,,
70000,1,3,59,312344,1,,,
360000,0,4,30,3603,1,,,
120000,0,4,34,79108,1,,,
70000,1,3,30,74571,1,,,
20000,0,3,24,8250,1,,,
80000,1,3,47,3908,1,,,
30000,0,3,26,147402,1,,,
110000,1,3,26,217457,1,,,
50000,1,3,24,0,1,,,
140000,1,3,28,1366,1,,,
170000,0,4,38,0,1,,,
20000,0,3,22,92758,1,,,
120000,1,2,58,404286,1,,,
80000,0,2,33,-265,1,,,
50000,1,4,28,22909,1,,,
360000,0,4,29,17059,1,,,
260000,1,3,37,1508,1,,,
